,brand_name,watch_name,rating,number_of_reviews,price
1448,French Connection,French Connection Automatic White Dial Men's Watch-FCA13BRL,3.4,3,"4,425"
1449,HORAME,"Car Alloy Wheel Watch For Men, Gyro Wheel Rolling Watch For Men Black Steel Chain And Gold Dial, 30M Waterproof Round Metal Rim Rotating Watches, Analog Quartz RS7 Spinning Car Watches For Boys",4.3,23,999
1450,Fastrack,Big Time Analog White Dial Men's Watch NL3072SL01/NN3072SL01,3.8,498,"5,216"
1451,TIMEX,Waterbury Traditional Analog Watch for Man with Blue Round Dial & Black Leather Strap Band Water Resistant Men's Wrist Watches - TW2V42500UJ,4.7,4,"11,196"
1452,Hugo Boss,BOSS Admiral Qtz Fashion Chrono Green Round Dial Men's Analog Watch|Stainless Steel Material|Silver Color Band - 1513905,4.2,65,"20,947"
1453,TIMEX,Blue Round Dial Analog Men's Watch - TWEG28400,5.0,2,"5,059"
1454,Armani Exchange,Armani Exchange Outer Banks Analog Black Dial Men's Watch - AX1344,4.4,351,"11,494"
1455,Acnos,Premium Leather Analog Watch for Men Combo Pack of 2 Arrival Black Blue Brown,3.9,274,298
1456,Casio,Edifice EFS-S570D-5AUDF Analog Orange Dial Men (ED644),3.8,6,"12,597"
1457,TIMEWEAR,Analog Day Date Functioning Stainless Steel Chain Watch for Men,3.6,4.4K,339
1458,Emporio Armani,Analog Black Dial Men's Watch-AR11680,5.0,1,"27,995"
1459,GUESS,Men Black Round Stainless Steel Dial Analog Watch- GW0627G3,4.8,10,"11,896"
1460,SF,"Hustler Analog-Digital Dial Men's Watch with Night Vision Backlight, Dual time & Alarm Feature Manufactured by Titan Company Ltd",4.1,1.9K,899
1461,Citizen,CITIZEN Quartz Gents Chronograph Watch Green Dial - AN3689-55X,4.9,17,"17,765"
1462,LORENZ,Two-in-one Detachable Bracelet Strap Analogue Watch for Men | Watch for Boys (Brown) | MK-4027R,3.6,167,367
1463,Generic,Men's Luxury Black Ceramic Analog Watch Integral Black Ceramic and Sapphire Crystal Watch | Minimalist Round Dial with Date Display | Durable Strap Lock |,,,"2,590"
1464,SKMEI,Men's Watch Digital Sport Men Wrist Watch Luxury Stainless Steel Waterproof LED Display Wristwatches - 1335,3.8,460,"1,313"
1465,Sonata,Festive 2.0 Quartz Green Round Dial Men's Watch | Stainless Steel Strap Material | Watches for Men Analog - 77198KM01,,,"3,845"
1466,Alba,"Stainless Steel Men's Analog Wristwatch Al4247X1, Band Color:Silver, Dial_Black",4.4,15,"9,900"
1467,Seiko,Analog Green Dial Men's Watch-SUR377P1,4.4,81,"26,100"
1468,Armani Exchange,Black Watch AX4196,,,"24,495"
1469,IIK COLLECTION,Watches for Men Round Numerical Dial Analogue Men Watch|Long Battery Life|Stainless Steel Bracelet Black Chain with Long Lasting Polish/Adjustable Fixable Silicon Strap|Watches for Boys,3.3,192,288
1470,Casio,Youth Digital Black Dial Unisex W-800H-2AVDF (D333),4.4,79,"2,495"
1471,Titan,Titan Karishma Zing Quartz Analog Brown Dial Brown Leather Strap Watch for Men - 1644SL01,4.3,163,"1,660"
1472,LOUIS DEVIN,Men's Watch (Metal Chain Analog Wrist Watch G036),3.7,757,341
1473,Fossil,Grant Automatic Multi-Function Skeletal Dial Men's Watch ME3029,,,"18,995"
1474,LIMESTONE,"Legacy Series Men's Stainless Steel Strap Watch Round Dial Quartz Movement Analog Watch Birthday, Anniversary, Special Occasion Gift for Him",3.8,73,398
1475,Swiss Military Hanowa,SMWGL0005402 Master DILIGENTER - Swiss Made Round Silver Automatic - Watch for Men,5.0,2,"53,130"
1476,United Colors of Benetton,Iconic Analog Watch for Man with White Round Dial & White Silicone Strap Band Water Resistant Men's Wrist Watches - UWUCG1005,4.8,6,"2,396"
1477,NAVIFORCE,Digital Watch Men Luxury Stainless Steel Analog Quartz Waterproof Watches Fashion Business Chronograph Military Multifunctional Wristwatch,4.1,859,"2,399"
1478,V2A,"Men’s Multifunction Analog-Digital Sports Watch – Dual Display, Quartz Movement, Zinc Alloy Case, Stopwatch, Alarm, 30M Water Resistant, Silicone Strap, Tachymeter Bezel",,,"1,339"
1479,Titan,Karishma Analog Gold Dial Men's Watch -NM9315YM02 / NL9315YM02,4.1,136,"2,970"
1480,DOUBLERUN,"Men Date Function Dial Black Leather Strap Analog Watch, Band Color:Black",3.6,121,299
1481,Daniel Hechter,Paris Belleville Collection Modern Multi Functional Watch for Men with Square Dial and Silicon Band-DHM1002,3.9,40,"2,799"
1482,TIMEX,Analog Watch for Men with Round Dial & Water Resistant Man's Wrist Watches,4.2,10,"4,136"
1483,Sonata,Smart Plaid Quartz Analog Blue Dial Leather Strap Watch for Men-NS77105SL03W/NT77105SL03W,4.0,416,967
1484,Tommy Hilfiger,Quartz Analog with Blue Dial Blue Leather Strap Watch for Men - TH1792165,,,"10,800"
1485,Lee Cooper,Analog Blue Dial Men's Watch-LC07810.099,,,"5,829"
1486,Giordano,Classic Square Analog Watch for Men with Moon Phase Display and Stainless Steel Strap - GZ-50117,3.1,49,"2,499"
1487,French Connection,French Connection Black Dial Automatic Watch for Men -FCA05-1,3.8,8,"6,800"
1488,TIMEX,TIMEX Empera Analog Watch for Unisex with Blue Round Dial & Two Tone Stainless Steel Bracelet Band Water Resistant Unisex Wrist Watches - TW00PR267,4.4,122,
1489,DEVIL,Minimalist Creative Design Analog Full Black Chain Strap Wrist Watch for Men Boys Black Dial and Strap (Note: This is Lightweight Watch 42 Gram and Plastic Material Polycarbonate),4.0,2,378.
1490,TIMEX,Classics Analog Watch for Men with Round Dial & Water Resistant Man's Wrist Watches,4.4,60,"3,415"
1491,ON TIME OCTUS,Analog Square Dial Stainless Steel Chain Date Display Wrist Watch for Men -MT-801-807,3.8,82,360
1492,Fiiasa,"Classic Quartz Watch, Square Blue Dial, Black Metal Band, Date Display, 35mm",4.7,5,999
1493,Sonata,Quartz Analog PU Strap Watch for Men-NS77085PP09W/NT77085PP09W,4.0,70,844
1494,MF MINI FOCUS,Mini Focus Men's Watch Fashion Sport Wrist Watches (Chronograph/Waterproof/Luminous/Calendar) Silicon Strap Quartz Watch for Men,4.5,1.3K,"3,499"
1495,Joker & Witch,Dracary Non Functional Chronograph Dial Analogue Watch for Men,4.2,5,934
1496,Kenneth Cole REACTION,Analog Green Dial Men's Watch-KRWGP0069403,3.0,1,"6,079"
1497,Sonata,Classic Analog Gold Dial Men's Watch-NL7023YM09/NP7023YM09,3.9,582,"1,224."
1498,Sonata,Sonata Poze Quartz White Dial Silver Metal Strap Analog Watch for Men-SP70034SM02W,4.0,47,995
1499,Seiko,5 Sports 38mm Automatic Skx SRPL77K1,,,"27,000"
1500,Tommy Hilfiger,Herald Japanese Quartz Analog with Brown Dial Brown Leather Strap Watch for Men - TH1792221,,,"16,500"
1501,CRESTELLO,Silicone Strap Analog Wrist Watch for Men and Women (Green/Blue/Black Strap) | Set of 2 Wrist Watches | Couple Watches | CRCM-028-137,4.0,91,434
1502,Lacoste,Lacoste.12.12 Qtz Basic Blue Round Dial Men's Watch|Blue Silicone Material|Multi Color Band - 2011234,4.6,67,"5,320"
1503,French Connection,French Connection Analog Blue Dial Couple's Watch| Pair Watch|-FCN0113RGM,3.4,6,"5,069"
1504,Titan,Titan Mechanical Skeleton Automatic Midnight Blue Dial Metallic Blue Stainless Steel Strap Watch for Men - NT90110QM01,4.0,24,"16,720"
1505,Titan,Titan Regalia Analog White Dial Men's Watch NM1521YM02/NN1521YM02/NP1521YM02,4.2,95,"6,291"
1506,TIMEX,Waterbury Round Dial Analog Men's Watch,4.6,8,"7,495"
1507,Gute,"Men's Watch Retro Mechanical Skeleton Watch with Carved Automatic Tourbillon, Moon Phase, Independent Seconds, and Big Dial Design - Self-Wind Automatic Wrist Watches",4.6,8,"4,999"
1508,Sonata,Beach Pop Quartz Blue Round Dial Men's Watch | Stainless Steel Material | Multi Color Band - SP70073SM03,4.4,6,"1,276"
1509,The Watch Company,| Classic & Formal Watch for Men | Blue Dial With Day & Date Feature | Diamond Shape Strap | Two Tone Silver & Golden Stainless Steel Watch | Waterproof Luxury Men’s Wristwatch | Butterfly Buckle,3.8,4,"1,799"
1510,G-Shock,Casio G-Shock Gm-2100C-5Adr Black Analog-Digital Dial Brown Cloth Band Men's Watch Shock and 200M Water Resistant G1372,4.7,34,"15,995"
1511,Daniel Hechter,"Paris Gallieni Collection Vintage Analog Watch for Men - Rectangular Dial with Roman Numerals, Date Display and Brushed Stainless Steel Strap",4.8,5,"2,199"
1512,Fastrack,After Dark Quartz Multifunction White Dial Light Blue Leather Strap Watch for Guys - NS3270SL02,4.4,85,"3,119"
1513,Casio,G-Shock GM-B2100BD-1ADR Black IP Black Analog-Digital Dial Black IP Stainless Steel Solid Band Men's Watch Tough Solar Bluetooth G1271,3.7,10,"49,995"
1514,SEAKOSS,Watches for Men Automatic Mechanical Luxury Flywheel Watch 3D Double Globe Stainless Steel Case Men Wrist Watch,4.4,18,"30,313"
1515,Acnos,Premium Stainless Steel Analog Watch for Men Combo Pack of 2 Arrival Black Brown Blue Silver,3.7,334,378
1516,OLEVS,Watch for Men Gold Blue Black Analog Quartz Dress Business Watch Day Date Calendar Stainless Steel Luxury Luminous Waterproof Casual Men Wrist Watches,3.7,1K,"2,970"
1517,GUESS,Gd Wyatt Analog Watch for Man with Black Round Dial & Silver Tone Stainless Steel Bracelet Band Water Resistant Men's Wrist Watches - U1467G1M,,,"5,198"
1518,Casio,Vintage A130WEGG-1ADF Digital Black Dial Unisex (D391),3.8,10,"5,845"
1519,GUESS,Silicone Men 43 Mm Black Dial Analog Watch- U1409G2M,5.0,1,"5,497"
1520,Giordano,Stylish World Map Design Watch for Men with Round dial and Textured Silicone Strap,4.3,20,"2,699"
1521,TIMEX,Waterbury Heritage Analog Watch for Men with Round Dial & Water Resistant Man's Wrist Watches,3.4,3,"21,995"
1522,Titan,Analog Black Dial Men's Watch -NL1595NL01 / NL1595NL01/NP1595NL01,4.2,36,"9,897"
1523,jainx,Stainless Steel Silver Steel Men Chain Analog Wrist Watch For Couple - Jc458,4.0,193,509
1524,TIMEX,Marlin Round Dial Mechanical Automatic Men's Watch,4.8,24,"15,123"
1525,Emporio Armani,Silver Watch AR11681,4.0,5,"27,995"
1526,Sonata,Analog Multi-Colour Dial Men's Watch-NL77031YM01/NP77031YM01,4.3,83,"1,544"
1527,EDGE,Titan Edge Fusion Quartz Analog Midnight Blue Dial Two Toned Silver Steel & Blue Ceramic Strap Watch for Men - NT1878KD02,3.1,4,"20,516"
1528,Sylvi,"Elegare Men's Minimal Analog Watch, Stainless Steel Strap, Quartz Movement",4.0,18,"1,669"
1529,Casio,"Resin Digital Blue Dial Unisex Watch-Ws-1500H-2Avdf, Blue Band",4.2,31,"2,396"
1530,Fastrack,Casual Analog Silver Dial Men's Watch NM3120SM01/NN3120SM01,4.3,1.5K,"1,835"
1531,Fossil,Fossil Gen 6 Multicolor Smartwatch FTW4063,3.3,1.6K,"11,998"
1532,Casio,Casio G-Shock GA-010-1A1DR Analog-Digital Black Dial Men (G1675),4.8,17,"8,494"
1533,SKMEI,Men's Digital Sports Wrist Watch LED Screen Large Face Electronics Military Watches Waterproof Alarm Stopwatch Back Light Outdoor Casual Black Watch - 1257,4.0,2.5K,989
1534,Diesel,"Diesel Stainless Steel Analog White Dial Men's Watch-Dz2205, Band Color-Silver",5.0,6,"10,197"
1535,Giordano,Analog Stylish Watch for Men & Boys Water Resistant Fashion Watch Round Shape with Multi-Functional Wrist Watch to Compliment Your Look/Ideal Gift for Male - GZ-50097,4.8,8,"4,999"
1536,Avaner,Analog Men's Watch (Dial Colored Strap),4.1,4.5K,"2,289"
1537,Titan,Analog Blue Dial Men's Casual Watch,4.4,14,"16,316"
1538,Sonata,SF Sleek All-Black Chronograph Men's Watch - Modern Minimalist Design for The Professional-77137PP04,4.0,16,"1,210"
1539,FORSINING,"Men's Luxury Square Carving Mechanical Watch, Retro Totem Double Sided Hollow Skeleton Self-Wind Automatic Watches, Vintage Leather Strap Wristwatch Reloj para Hombre",4.2,61,"7,599"
1540,Generic,Digital Sports Watch for Men | Rose Gold-Tone Stainless Steel | Alarm Chronograph | Water Resistant | Backlight Display | Multifunction LED Digital Watch,3.9,6,999
1541,LOUIS DEVIN,LD-BK047-GLDBLK Black Metal Chain Analog Wrist Watch for Men (Black Dial),3.8,539,434
1542,Sylvi,Digital Rectangle Dial Silver Case Black Silicone Strap Casual Watch for Men & Boys,,,"1,199"
1543,Tommy Hilfiger,Mens 40.5 James Black Dial Zinc Alloy Watch - NCTH1791655,3.8,3,"9,559"
1544,Kenneth Cole REACTION,ANA-Digit Black Dial Men's Watch-KRWGP9005702,4.6,5,"4,215"
1545,crispy,Wheels 360° Spinning Rotating Car Wheels Gyro Men's Sport Watch Black Coated Stainless Steel Chain Analog Luxury Watches for Boy's and Men,3.9,12,435.
1546,DOUBLERUN,"3D Glass Date Display Two Tone Dial Leather Belt Analog Watch - For Men, Band- Red",3.5,59,269
1547,Armani Exchange,Armani Exchange Mens Stainless Steel Analogue Watch - AX2701 (Black_Free Size),4.0,423,"12,594"
1548,Generic,"Forest Tiger Luxury Gold-Tone Primium Dial Wrist Watches, Vintage Carved Pattern Band, Quartz Movement for Men, Primium Luxury Watches for Men",,,"1,999"
1549,Franktime,"Mechanical Apex Sillicone Series Wrist Watch for Men and Boys | Black Silicone Strap and Silver,Black Round Dial Analog Watch for Men",3.4,41,568
1550,Fastrack,"Bare Basics Analog Blue Dial Men's Watch-3246SM03/NP3246SM03 Stainless Steel, Steel Strap",4.3,54,"1,737"
1551,Shocknshop,Analog Men Finger Watch Punk Skull Flip-Open Cover Quartz Analog Adjustable Ring Watches -W141,3.9,47,355
1552,Carlington,Stainless Steel Analog Wrist Watches for Men & Boys -CT 8866,3.9,90,"1,798"
1553,KITCONE,"Multicolour Dial Analogue Men's Wrist Watch with Date Calendar, Metal Case and Strap -BRRD1",3.8,65,995
1554,Bennett,Celest Limited Edition Men’s Watch with Japanese Quartz Movement | Sun & Moon Phase | Premium Analog Dress Watch | Classy Watches for Men,5.0,3,"3,444"
1555,TIMEX,Analog Watch for Women with Round Dial & Water Resistant Women's Wrist Watches,4.4,49,"3,155"
1556,BRUNO MILANO,Creative Skeleton Watch with Spinning Wheels and Star Design for Men and Boys,3.8,26,"3,418"
1557,LOUIS DEVIN,Stainless Steel Chain Analog Wrist Watch for Men (Black/Silver/Blue) | LD-WT052,3.9,88,312
1558,Shocknshop,Silicone Strap Analog Square Dial Date Display Unisex Wrist Watch for Man & Woman -WCH175,,,498
1559,Titan,Bandhan'23 Couple Analog Watch - 9400594205WL01,4.0,9,
1560,TSAR BOMBA,Mens Watches Luxury Tonneau Watches for Men Waterproof 50M Analog Watch Chronograph Calendar Date Men’s Dress Business Work Watch Diver Large Square Face Wristwatch,4.4,1.4K,"20,307"
1561,Police,Quartz Multifunction Black Dial Black Silicone Strap Watch for Men - PLPEWJQ0004540,3.8,3,"17,265."
1562,Generic,Day & Date Original Classic Design HMTS Quartz Analog Watch for Men,4.2,93,599
1563,Sonata,Sonata Poze Quartz Black Dial Black Metal Strap Analog Watch for Men-SP70040NM01W,4.3,62,"1,495"
1564,Sonata,Quartz Analog with Day and Date White Dial Leather Strap Watch for Men-NR77083YL01W/NT77083YL01W,4.2,178,"1,199"
1565,Fastrack,Fastrack Tees Black Rectangular Dial Silicone Watch for Unisex - 38115AP03,5.0,1,"1,424"
1566,Titan,Titan Metal Mechanicals Mens Analog Watch -90140TM01,3.1,4,"22,865"
1567,Giordano,"Automatic Square Watch for Men with Skeleton Design, Rugged Textured Case, Luminous Hands, and Silicone Strap",5.0,2,"5,152"
1568,FROZIL,Digital Watch Shockproof Multi-Functional Automatic Full Black Color Army Strap Waterproof Digital Sports Watch for Men's Kids Watch for Boys Watch for Men Pack of-1,3.7,1.9K,280
1569,Sonata,Quartz Analog Champagne Dial Leather Strap Watch for Men-NS7987YL01W/NT7987YL01W,4.0,760,794
1570,Titan,Analog Black Dial Men's Watch-NM1698SM01 / NL1698SM01,4.1,89,"5,036"
1571,SF,Hustler Quartz Quartz Analog Digital Black Dial Black PU Strap Watch For Men - NS77116PP05W,4.1,40,995
1572,Lacoste,Lacoste.12.12 Qtz Basic Round Dial Men's Watch,4.7,254,"10,000"
1573,Lee Cooper,Analog Grey Dial Men's Watch-LC07368.360,4.0,1,"2,909"
1574,TIMEWEAR,Men's Analog Two Hands Stainless Chain Slim Watch [Silver],3.7,2K,329
1575,Casio,Edifice EFV-640D-2BVUDF Analog Blue Dial Men (ED636),4.9,14,"8,995"
1576,French Connection,See Through Blue Round Dial with Black Silicone Strap Automatic Watch - for Mens FCA23UBL,4.6,3,"6,952"
1577,Generic,"Men's Analog Watch, Silver Stainless Steel Case, Brown Leather Strap, Date Display, 50M Water Resistant, Quartz Movement",,,499
1578,Acnos,Premium Brand - Square Multi DIAL Analog Silicon Strap ADDI Stylish Designer Analog Watch for Boys with bracelete Pack of 2,4.0,238,248
1579,Sonata,Poze Analog Quartz White Dial Watch for Men,4.2,17,"1,595"
1580,CASIO(カシオ),"Men's MRW-200H-7BV Sports Analog Sports Analog, Black",4.2,69,"4,801"
1581,Fossil,Neutra Analog Black Dial Men's Watch-FS5525,4.2,301,"14,495"
1582,Armani Exchange,"Armani Exchange Stainless Steel Analog Black Dial Men Watch-Ax1875, Gold Band",4.0,95,
1583,Casio,Enticer Men MTD-135D-7AVDF Analog White Dial Men (A2379),4.2,13,"4,797"
1584,Titan,Slimline Analog Champagne Dial Men's Watch -NM90024YM07 / NL90024YM07/NP90024YM07,4.0,123,"3,183"
1585,Sonata,Aspire Quartz Analog Blue Dial Stainless Steel Strap Watch for Men,4.1,50,"1,394"
1586,Seiko,Analog Multicolor Dial Men's Watch-SSB429P1,4.6,103,"20,700"
1587,Sonata,RPM Quartz Analog with Day and Date Green Dial Stainless Steel Strap Watch for Men-NS7924SM12,3.6,23,"1,445"
1588,The Watch Company,"Poedagar Men's Quartz Watch | Party & Function Watch | Waterproof, Luminous, Silver & Gold Stainless Steel Strap – Blue Dial, Date & Day Feature | Free Size | Butterfly Buckle",4.6,5,"1,999"
1589,Tommy Hilfiger,Men's Black Stainless Steel & Silicone Strap Watch,1.0,1,"12,998"
1590,Titan,Titan Bandhan Quartz Analog with Date Green Leather and Stainless Steel Strap for Couple-9400794207WZ03P,2.2,2,"15,925"
1591,Seiko,"Stainless Steel Chronograph Quartz Watch for Men- Ssb445P1, Blue Dial, Bandcolor-Silver",4.5,39,"28,800"
1592,Armani Exchange,Outerbanks Analog Black Dial Men's Watch - AX7105,4.6,1.1K,"12,995"
1593,GOLDENIZE FASHION,"Classic Date Dial with Stainless Steel Silver Belt Men's Wrist Watch, Analog Display Dial Boy's & Men's Watch",4.1,62,365
1594,TIMEX,Waterbury Heritage Blue Round Dial Analog Men's Watch - TW2Y39000UJ,,,"19,995"
1595,French Connection,French Connection Barrel Brown Tonneau Dial Mens Analogue Watch FCM02BRM,3.1,19,"5,760."
1596,Acnos,3 Colours Leather Dial Strap Analog Wrist Watches for Men Boys Watches Pack of 1,3.8,129,248
1597,Casio,Casio Edifice EFV-610ECL-1AUDF Analog Black Dial Men (ED665),4.4,7,"9,994"
1598,Titan,Titan Analog Watch for Couple-18062648SM01,4.2,37,"6,408"
1599,Sonata,Poze Quartz Analog Black Dial Metal Strap Watch for Men,4.5,5,"1,325"
1600,TIMEX,Weekender Round 40mm White Dial Analog Men Watch - TW2Y08900UJ,4.6,6,"6,625"
1601,Titan,Karishma Analog Golden Dial Men's Watch -NM9264YM02 / NL9264YM02/NP9264YM02,4.1,206,"2,636"
1602,ALNA-TURA,"Men’s Luxury Skeleton Automatic Watch | Gold & Silver Stainless Steel Mechanical Wristwatch for Men |Transparent Dial, Stylish Party & Office Wear | Premium Analog Fashion Watch for Boys/Men",4.0,2,349
1603,NIBOSI,Watch for Men Fashion Business Men Watches Ultra-Thin Waterproof Chronograph Quartz Watches with Stainless Steel Band,3.8,1.3K,
1604,Titan,Titan Mechanical Slimline Automatic Gold Dial Gold Stainless Steel Strap Watch for Men - NT90158YM01,3.0,11,"18,011."
1605,TIMEX,Waterbury Traditional Analog Watch for Man with Silver Round Dial & Silver Stainless Steel Bracelet Band Water Resistant Men's Wrist Watches - TW2V42400UJ,3.8,20,"14,701"
1606,Generic,"Sasuke Sharingan Anime Spinning Watch. Rotating Star Design Watch, Black Metal Bracelet, Super Luminous, Red Accents, 360 Degree Rotation",3.0,2,745
1607,Sonata,Poze Analog Quartz Blue Dial Watch for Men,4.3,19,"1,595"
1608,GUESS,"Phoenix Analog Watch Gw0499G8 Silicone Men Analog Watch, Green Dial, Silver Band",4.8,8,"10,395"
1609,Fastrack,Tees Quartz Analog White Dial Silicone Strap Unisex Watch-38024PP62W/NT38024PP62W,4.2,20,789
1610,Seiko,"Analog Black Dial Men's Watch-SSC573P1 Stainless Steel, Black Strap",4.0,20,"54,000"
1611,Casio,G-Shock GA-2100RL-1ADR Analog-Digital Black Dial Men (G1686),4.1,14,"9,194"
1612,Giordano,"Sqaure Analog Casual Sporty Watch for Men – Mechanical-Inspired Design dial, Quartz Movement, Silicon Strap and Date Display",3.4,3,"3,499"
1613,Tommy Hilfiger,Oceanic Quartz Analog with Black Dial Silver Stainless Steel Strap Watch for Men - TH1792203,,,"11,999"
1614,Titan,Titan Light Leathers Quartz Multifunction Teal Green Dial Brown Leather Strap Watch for Men - NT90171NL01,4.4,9,"8,655"
1615,Lacoste,Lacoste.12.12 Quartz Black Round Dial Men's Watch - 2011233,4.6,156,"5,320"
1616,Casio,G-Shock GM-2100MF-5ADR Brown IP Gray Analog-Digital Dial Translucent Resin Strap Men's Watch Shock and 200M Water Resistant G1214,4.3,21,"16,994"
